blockNumber,reserve0,reserve1
18914330,"52600072529843","22643489361974748018063"
18914331,"52600072529843","22643489361974748018063"
18914332,"52600072529843","22643489361974748018063"
18914333,"52600072529843","22643489361974748018063"
18914334,"52600072529843","22643489361974748018063"
18914335,"52600072529843","22643489361974748018063"
18914336,"52600253233066","22643412114359063536873"
18914337,"52600253233066","22643412114359063536873"
18914338,"52600253233066","22643412114359063536873"
18914339,"52600253233066","22643412114359063536873"
18914340,"52600253233066","22643412114359063536873"
18914341,"52600253233066","22643412114359063536873"
18914342,"52600253233066","22643412114359063536873"
18914343,"52600253233066","22643412114359063536873"
18914344,"52600253233066","22643412114359063536873"
18914345,"52609481233066","22639452245310508668551"
18914346,"52609481233066","22639452245310508668551"
18914347,"52611481233066","22638594199274407840798"
18914348,"52611481233066","22638594199274407840798"
18914349,"52611481233066","22638594199274407840798"
18914350,"52611481233066","22638594199274407840798"
18914351,"52611481233066","22638594199274407840798"
18914352,"52611481233066","22638594199274407840798"
18914353,"52612481233066","22638165200695084289421"
18914354,"52612481233066","22638165200695084289421"
18914355,"52612308921276","22638239566571552667418"
18914356,"52612308921276","22638239566571552667418"
18914357,"52612308921276","22638239566571552667418"
18914358,"52612308921276","22638239566571552667418"
18914359,"52612308921276","22638239566571552667418"
18914360,"52612308921276","22638239566571552667418"
18914361,"52612308921276","22638239566571552667418"
18914362,"52612308921276","22638239566571552667418"
18914363,"52612377256503","22638210251259103784858"
18914364,"52612377256503","22638210251259103784858"
18914365,"52612377256503","22638210251259103784858"
18914366,"52618646776503","22635520996041638213370"
18914367,"52618646776503","22635520996041638213370"
18914368,"52618646776503","22635520996041638213370"
18914369,"52620646776503","22634663248431573732320"
18914370,"52620646776503","22634663248431573732320"
18914371,"52620646776503","22634663248431573732320"
18914372,"52620646776503","22634663248431573732320"
18914373,"52620646776503","22634663248431573732320"
18914374,"52620646776503","22634663248431573732320"
18914375,"52620668766503","22634653817858980239513"
18914376,"52620668766503","22634653817858980239513"
18914377,"52620668766503","22634653817858980239513"
18914378,"52620668766503","22634653817858980239513"
18914379,"52620668766503","22634653817858980239513"
18914380,"52620668766503","22634653817858980239513"
18914381,"52620668766503","22634653817858980239513"
18914382,"52620668766503","22634653817858980239513"
18914383,"52621373766503","22634351477609202440498"
18914384,"52621373766503","22634351477609202440498"
18914385,"52621373766503","22634351477609202440498"
18914386,"52621373766503","22634351477609202440498"
18914387,"52621373766503","22634351477609202440498"
18914388,"52621373766503","22634351477609202440498"
18914389,"52621373766503","22634351477609202440498"
18914390,"52621373766503","22634351477609202440498"
18914391,"52621093767918","22634472278145641770938"
18914392,"52621093767918","22634472278145641770938"
18914393,"52621093767918","22634472278145641770938"
18914394,"52621093767918","22634472278145641770938"
18914395,"52621073859731","22634480867237066206938"
18914396,"52620747787237","22634621547292387281766"
18914397,"52620747787237","22634621547292387281766"
18914398,"52620747787237","22634621547292387281766"
18914399,"52620747787237","22634621547292387281766"
18914400,"52620747787237","22634621547292387281766"
18914401,"52620747787237","22634621547292387281766"
18914402,"52620747787237","22634621547292387281766"
18914403,"52620804806033","22634597153873102324417"
18914404,"52620804806033","22634597153873102324417"
18914405,"52620804806033","22634597153873102324417"
18914406,"52620804806033","22634597153873102324417"
18914407,"52620804806033","22634597153873102324417"
18914408,"52620804806033","22634597153873102324417"
18914409,"52620804806033","22634597153873102324417"
18914410,"52620804806033","22634597153873102324417"
18914411,"52619645921106","22635097153873102324417"
18914412,"52619645921106","22635097153873102324417"
18914413,"52619645921106","22635097153873102324417"
18914414,"52619645921106","22635097153873102324417"
18914415,"52619528135756","22635147973507357226650"
18914416,"52619528135756","22635147973507357226650"
18914417,"52620528135756","22634719105827466813653"
18914418,"52618986991081","22635384043407146939429"
18914419,"52618986991081","22635384043407146939429"
18914420,"52618986991081","22635384043407146939429"
18914421,"52619487991081","22635169174217458234171"
18914422,"52619257374746","22635268676705020423225"
18914423,"52619257374746","22635268676705020423225"
18914424,"52618104323407","22635766189142831368498"
18914425,"52618104323407","22635766189142831368498"
18914426,"52617643117051","22635965194117955746607"
18914427,"52619570352532","22635138620201491492168"
18914428,"52619570352532","22635138620201491492168"
18914429,"52616885871639","22636296925856340689873"
18914430,"52616885871639","22636296925856340689873"
18914431,"52616478374161","22636472764114336043144"
18914432,"52616478374161","22636472764114336043144"
18914433,"52616478374161","22636472764114336043144"
18914434,"52616478374161","22636472764114336043144"
18914435,"52616473779840","22636474746614336043144"
18914436,"52616473779840","22636474746614336043144"
18914437,"52617883984918","22635870535646031080400"
18914438,"52617883984918","22635870535646031080400"
18914439,"52617883984918","22635870535646031080400"
18914440,"52617883984918","22635870535646031080400"
18914441,"52617883984918","22635870535646031080400"
18914442,"52618883984918","22635441640874770025192"
18914443,"52618883984918","22635441640874770025192"
18914444,"52618883984918","22635441640874770025192"
18914445,"52618883984918","22635441640874770025192"
18914446,"52618933979994","22635420198675904903804"
18914447,"52618933979994","22635420198675904903804"
18914448,"52618933979994","22635420198675904903804"
18914449,"52618933979994","22635420198675904903804"
18914450,"52619133984525","22635334419896386839345"
18914451,"52619133984525","22635334419896386839345"
18914452,"52619133984525","22635334419896386839345"
18914453,"52619133984525","22635334419896386839345"
18914454,"52619112616092","22635343639683955676371"
18914455,"52619461581236","22635193975491342476244"
18914456,"52619461581236","22635193975491342476244"
18914457,"52619461581236","22635193975491342476244"
18914458,"52619454662901","22635196960491342476244"
18914459,"52619145187235","22635330488336399555745"
18914460,"52619145187235","22635330488336399555745"
18914461,"52619145187235","22635330488336399555745"
18914462,"52619145187235","22635330488336399555745"
18914463,"52619145187235","22635330488336399555745"
18914464,"52619145187235","22635330488336399555745"
18914465,"52619145187235","22635330488336399555745"
18914466,"52619035582725","22635377779197785015403"
18914467,"52619035582725","22635377779197785015403"
18914468,"52619035582725","22635377779197785015403"
18914469,"52619035582725","22635377779197785015403"
18914470,"52619368965133","22635234797662074153550"
18914471,"52619368965133","22635234797662074153550"
18914472,"52619368965133","22635234797662074153550"
18914473,"52619368965133","22635234797662074153550"
18914474,"52619368965133","22635234797662074153550"
18914475,"52619368965133","22635234797662074153550"
18914476,"52619368965133","22635234797662074153550"
18914477,"52619368965133","22635234797662074153550"
18914478,"52619368965133","22635234797662074153550"
18914479,"52619368965133","22635234797662074153550"
18914480,"52619368965133","22635234797662074153550"
18914481,"52619368965133","22635234797662074153550"
18914482,"52619368965133","22635234797662074153550"
18914483,"52619368965133","22635234797662074153550"
18914484,"52619368965133","22635234797662074153550"
18914485,"52619368965133","22635234797662074153550"
18914486,"52619368965133","22635234797662074153550"
18914487,"52620659374299","22634682536044324788618"
18914488,"52620749104753","22634644054507594616760"
18914489,"52618547273926","22635594054507594616760"
18914490,"52618427830608","22635645876046070673207"
18914491,"52618427830608","22635645876046070673207"
18914492,"52618427830608","22635645876046070673207"
18914493,"52618288774447","22635705876046070673207"
18914494,"52618288774447","22635705876046070673207"
18914495,"52618584414760","22635579077667221692198"
18914496,"52621059414760","22634517620571049536324"
18914497,"52621059414760","22634517620571049536324"
18914498,"52621059414760","22634517620571049536324"
18914499,"52620666302952","22634687224469717698261"
18914500,"52620666302952","22634687224469717698261"
18914501,"52620666302952","22634687224469717698261"
18914502,"52620666302952","22634687224469717698261"
18914503,"52620666302952","22634687224469717698261"
18914504,"52621431872000","22634360290302795468642"
18914505,"52621431872000","22634360290302795468642"
18914506,"52621431872000","22634360290302795468642"
18914507,"52621431872000","22634360290302795468642"
18914508,"52621431872000","22634360290302795468642"
18914509,"52621431872000","22634360290302795468642"
18914510,"52621431872000","22634360290302795468642"
18914511,"52621431872000","22634360290302795468642"
18914512,"52621316992682","22634409852802795468642"
18914513,"52621316992682","22634409852802795468642"
18914514,"52621316992682","22634409852802795468642"
18914515,"52621316992682","22634409852802795468642"
18914516,"52621316992682","22634409852802795468642"
18914517,"52621316992682","22634409852802795468642"
18914518,"52621316992682","22634409852802795468642"
18914519,"52621316992682","22634409852802795468642"
18914520,"52621316992682","22634409852802795468642"
18914521,"52621312044285","22634411987699821989774"
18914522,"52621312044285","22634411987699821989774"
18914523,"52621312044285","22634411987699821989774"
18914524,"52621312044285","22634411987699821989774"
18914525,"52621312044285","22634411987699821989774"
18914526,"52621312044285","22634411987699821989774"
18914527,"52621361459973","22634390795934198157499"
18914528,"52621361459973","22634390795934198157499"
18914529,"52621561459973","22634305026955647345374"
18914530,"52621561459973","22634305026955647345374"
18914531,"52621492271223","22634334876955647345374"
18914532,"52621492271223","22634334876955647345374"
18914533,"52621492271223","22634334876955647345374"
18914534,"52621492271223","22634334876955647345374"
18914535,"52621492271223","22634334876955647345374"
18914536,"52618492271223","22635629238000042888934"
18914537,"52618492271223","22635629238000042888934"
18914538,"52618492271223","22635629238000042888934"
18914539,"52618492271223","22635629238000042888934"
18914540,"52618469297891","22635639150500042888934"
18914541,"52618469297891","22635639150500042888934"
18914542,"52618469297891","22635639150500042888934"
18914543,"52618469297891","22635639150500042888934"
18914544,"52620761416632","22634656117807996484717"
18914545,"52620761416632","22634656117807996484717"
18914546,"52620761416632","22634656117807996484717"
18914547,"52621138600620","22634494361184108376721"
18914548,"52621138600620","22634494361184108376721"
18914549,"52621138600620","22634494361184108376721"
18914550,"52621138600620","22634494361184108376721"
18914551,"52621138600620","22634494361184108376721"
18914552,"52623592243739","22633442284332636116210"
18914553,"52623592243739","22633442284332636116210"
18914554,"52623500309563","22633481944332636116210"
18914555,"52627787008000","22631643906449442471613"
18914556,"52627787008000","22631643906449442471613"
18914557,"52627881462135","22631603410055819372433"
18914558,"52627881462135","22631603410055819372433"
18914559,"52627881462135","22631603410055819372433"
18914560,"52627704134923","22631679895911323766437"
18914561,"52627704134923","22631679895911323766437"
18914562,"52627704134923","22631679895911323766437"
18914563,"52627705801370","22631679181433065341342"
18914564,"52627705801370","22631679181433065341342"
18914565,"52628705801370","22631250446105328907019"
18914566,"52628705801370","22631250446105328907019"
18914567,"52628705801370","22631250446105328907019"
18914568,"52632656087370","22629556977852739908431"
18914569,"52632656087370","22629556977852739908431"
18914570,"52632656087370","22629556977852739908431"
18914571,"52632656087370","22629556977852739908431"
18914572,"52632656087370","22629556977852739908431"
18914573,"52632656087370","22629556977852739908431"
18914574,"52632631049870","22629567775192692849681"
18914575,"52632631049870","22629567775192692849681"
18914576,"52632631049870","22629567775192692849681"
18914577,"52632631049870","22629567775192692849681"
18914578,"52632631049870","22629567775192692849681"
18914579,"52632631049870","22629567775192692849681"
18914580,"52632631049870","22629567775192692849681"
18914581,"52633281049870","22629289147456638497594"
18914582,"52632408556080","22629665404686187576434"
18914583,"52632519346115","22629617912754518555694"
18914584,"52629413205873","22630957511077847999661"
18914585,"52629413205873","22630957511077847999661"
18914586,"52629413205873","22630957511077847999661"
18914587,"52629413205873","22630957511077847999661"
18914588,"52629413205873","22630957511077847999661"
18914589,"52629962216776","22630722143839158176560"
18914590,"52631212216776","22630186272855128552227"
18914591,"52631212216776","22630186272855128552227"
18914592,"52631212216776","22630186272855128552227"
18914593,"52631212216776","22630186272855128552227"
18914594,"52631175157502","22630202255432948359655"
18914595,"52631175157502","22630202255432948359655"
18914596,"52631605050004","22630018729981576968448"
18914597,"52631605050004","22630018729981576968448"
18914598,"52631605050004","22630018729981576968448"
18914599,"52631605050004","22630018729981576968448"
18914600,"52631605050004","22630018729981576968448"
18914601,"52631605050004","22630018729981576968448"
18914602,"52631605050004","22630018729981576968448"
18914603,"52631605050004","22630018729981576968448"
18914604,"52631605050004","22630018729981576968448"
18914605,"52631605050004","22630018729981576968448"
18914606,"52636605050004","22627875531813500547085"
18914607,"52636605050004","22627875531813500547085"
18914608,"52636605050004","22627875531813500547085"
18914609,"52636567942741","22627891531813500547085"
18914610,"52636471537735","22627933100064412930988"
18914611,"52636471537735","22627933100064412930988"
18914612,"52636471537735","22627933100064412930988"
18914613,"52636471537735","22627933100064412930988"
18914614,"52634927525662","22628598873395912931244"
18914615,"52634927525662","22628598873395912931244"
18914616,"52634398443790","22628827020901137136045"
18914617,"52634398443790","22628827020901137136045"
18914618,"52634398443790","22628827020901137136045"
18914619,"52634398443790","22628827020901137136045"
18914620,"52634398443790","22628827020901137136045"
18914621,"52634398443790","22628827020901137136045"
18914622,"52634398443790","22628827020901137136045"
18914623,"52634398443790","22628827020901137136045"
18914624,"52634398443790","22628827020901137136045"
18914625,"52634398443790","22628827020901137136045"
18914626,"52634398443790","22628827020901137136045"
18914627,"52634398443790","22628827020901137136045"
18914628,"52634398443790","22628827020901137136045"
18914629,"52634398443790","22628827020901137136045"
18914630,"52634398443790","22628827020901137136045"
18914631,"52634398443790","22628827020901137136045"
18914632,"52634398443790","22628827020901137136045"
18914633,"52634398443790","22628827020901137136045"
18914634,"52632678865078","22629568559000241864659"
18914635,"52632701004428","22629559068684944365924"
18914636,"52632736016551","22629544073194201664417"
18914637,"52632736016551","22629544073194201664417"
18914638,"52633536016551","22629201148767271226423"
18914639,"52633536016551","22629201148767271226423"
18914640,"52633536016551","22629201148767271226423"
18914641,"52633536016551","22629201148767271226423"
18914642,"52633536016551","22629201148767271226423"
18914643,"52632979478155","22629441148767271226423"
18914644,"52632979478155","22629441148767271226423"
18914645,"52632979478155","22629441148767271226423"
18914646,"52633359478155","22629278259862889707180"
18914647,"52633359478155","22629278259862889707180"
18914648,"52633583505196","22629182230649871794432"
18914649,"52634040772368","22628986225563918215899"
18914650,"52634040772368","22628986225563918215899"
18914651,"52634676963551","22628713531329226173374"
18914652,"52634676963551","22628713531329226173374"
18914653,"52634676963551","22628713531329226173374"
18914654,"52634585013984","22628753181329226173374"
18914655,"52634585013984","22628753181329226173374"
18914656,"52634585013984","22628753181329226173374"
18914657,"52634585013984","22628753181329226173374"
18914658,"52634585013984","22628753181329226173374"
18914659,"52632402457885","22629694372161556849179"
18914660,"52632402457885","22629694372161556849179"
18914661,"52632402457885","22629694372161556849179"
18914662,"52632402457885","22629694372161556849179"
18914663,"52632402457885","22629694372161556849179"
18914664,"52632402457885","22629694372161556849179"
18914665,"52632402457885","22629694372161556849179"
18914666,"52632402457885","22629694372161556849179"
18914667,"52632402457885","22629694372161556849179"
18914668,"52632402457885","22629694372161556849179"
18914669,"52632402457885","22629694372161556849179"
18914670,"52632432457885","22629681512141067194749"
18914671,"52632432457885","22629681512141067194749"
18914672,"52632432457885","22629681512141067194749"
18914673,"52632432457885","22629681512141067194749"
18914674,"52632432457885","22629681512141067194749"
18914675,"52632516451205","22629645507025002973427"
18914676,"52632516451205","22629645507025002973427"
18914677,"52632765851205","22629538598294715451085"
18914678,"52632765851205","22629538598294715451085"
18914679,"52632765851205","22629538598294715451085"
18914680,"52632765851205","22629538598294715451085"
18914681,"52632765851205","22629538598294715451085"
18914682,"52635768436162","22628251578375591936628"
18914683,"52635768436162","22628251578375591936628"
18914684,"52637331900492","22627581477314804984081"
18914685,"52637331900492","22627581477314804984081"
18914686,"52637571779521","22627478668645681177332"
18914687,"52637571779521","22627478668645681177332"
18914688,"52637571779521","22627478668645681177332"
18914689,"52637571779521","22627478668645681177332"
18914690,"52637571779521","22627478668645681177332"
18914691,"52637571779521","22627478668645681177332"
18914692,"52637571779521","22627478668645681177332"
18914693,"52637571779521","22627478668645681177332"
18914694,"52637571779521","22627478668645681177332"
18914695,"52637571779521","22627478668645681177332"
18914696,"52637571779521","22627478668645681177332"
18914697,"52637571779521","22627478668645681177332"
18914698,"52637571779521","22627478668645681177332"
18914699,"52637571779521","22627478668645681177332"
18914700,"52637571779521","22627478668645681177332"
18914701,"52642571779521","22625335953928468213707"
18914702,"52642571779521","22625335953928468213707"
18914703,"52642571779521","22625335953928468213707"
18914704,"52642571779521","22625335953928468213707"
18914705,"52642571779521","22625335953928468213707"
18914706,"52644809652259","22624377061114259456792"
18914707,"52644809652259","22624377061114259456792"
18914708,"52644809652259","22624377061114259456792"
18914709,"52644809652259","22624377061114259456792"
18914710,"52644809652259","22624377061114259456792"
18914711,"52645809652259","22623948603363029178500"
18914712,"52645809652259","22623948603363029178500"
18914713,"52646050420585","22623845446737667226864"
18914714,"52646050420585","22623845446737667226864"
18914715,"52646050420585","22623845446737667226864"
18914716,"52646050420585","22623845446737667226864"
18914717,"52646050420585","22623845446737667226864"
18914718,"52646050420585","22623845446737667226864"
18914719,"52648928006135","22622612624765948725381"
18914720,"52648928006135","22622612624765948725381"
18914721,"52647174781350","22623368256401126014786"
18914722,"52647174781350","22623368256401126014786"
18914723,"52646170100972","22623801291651368933358"
18914724,"52645565720596","22624061798399194512392"
18914725,"52645565720596","22624061798399194512392"
18914726,"52644541471979","22624503295103169254911"
18914727,"52644088250206","22624698659334418920433"
18914728,"52644088250206","22624698659334418920433"
18914729,"52643718558852","22624858019723375172014"
18914730,"52643708461163","22624863652459783510614"
18914731,"52643708461163","22624863652459783510614"
18914732,"52643708461163","22624863652459783510614"
18914733,"52643708461163","22624863652459783510614"
18914734,"52643708461163","22624863652459783510614"
18914735,"52643708461163","22624863652459783510614"
18914736,"52649890313289","22622215137571396909916"
18914737,"52649890313289","22622215137571396909916"
18914738,"52649890313289","22622215137571396909916"
18914739,"52649890313289","22622215137571396909916"
18914740,"52650496244268","22621955681720204408677"
18914741,"52650496244268","22621955681720204408677"
18914742,"52650496244268","22621955681720204408677"
18914743,"52651021209268","22621730802737009349734"
18914744,"52651021209268","22621730802737009349734"
18914745,"52651021209268","22621730802737009349734"
18914746,"52651021209268","22621730802737009349734"
18914747,"52651021209268","22621730802737009349734"
18914748,"52651021209268","22621730802737009349734"
18914749,"52651021209268","22621730802737009349734"
18914750,"52651021209268","22621730802737009349734"
18914751,"52651021209268","22621730802737009349734"
18914752,"52668300042251","22614331609842816944230"
18914753,"52668800042251","22614117569564330940255"
18914754,"52668440748425","22614272302862068228834"
18914755,"52668648367532","22614183425137722525780"
18914756,"52668335048348","22614318359683454177413"
18914757,"52699689749841","22600904172812702219941"
18914758,"52700749749841","22600450951765515373949"
18914759,"52700749749841","22600450951765515373949"
18914760,"52700749749841","22600450951765515373949"
18914761,"52700749749841","22600450951765515373949"
18914762,"52700749749841","22600450951765515373949"
18914763,"52700749749841","22600450951765515373949"
18914764,"52699835808306","22600844077160740745800"
18914765,"52706003050967","22598207436856721723347"
18914766,"52706003050967","22598207436856721723347"
18914767,"52716003050967","22593933511609669328668"
18914768,"52715381686849","22594200631057089194311"
18914769,"52717863293288","22593140236943385826233"
18914770,"52717863293288","22593140236943385826233"
18914771,"52717863293288","22593140236943385826233"
18914772,"52717979000728","22593090797418167149884"
18914773,"52717979000728","22593090797418167149884"
18914774,"52717979000728","22593090797418167149884"
18914775,"52717979000728","22593090797418167149884"
18914776,"52717979000728","22593090797418167149884"
18914777,"52720293707664","22592101813897337870179"
18914778,"52720843058807","22591867110436007105741"
18914779,"52720843058807","22591867110436007105741"
18914780,"52722902456721","22590987571245516058806"
18914781,"52722902456721","22590987571245516058806"
18914782,"52722902456721","22590987571245516058806"
18914783,"52718131754244","22593038083551574095176"
18914784,"52718131754244","22593038083551574095176"
18914785,"52718639455941","22592821156244299327893"
18914786,"52744631482650","22581721024147834403874"
18914787,"52744631482650","22581721024147834403874"
18914788,"52744443661404","22581801678885329575181"
18914789,"52744443661404","22581801678885329575181"
18914790,"52746373795248","22580978007726781447500"
18914791,"52746373795248","22580978007726781447500"
18914792,"52746373795248","22580978007726781447500"
18914793,"52746977781941","22580720216751074394703"
18914794,"52746380444136","22580976706475454834703"
18914795,"52746380444136","22580976706475454834703"
18914796,"52746380444136","22580976706475454834703"
18914797,"52746380444136","22580976706475454834703"
18914798,"52746380444136","22580976706475454834703"
18914799,"52746380444136","22580976706475454834703"
18914800,"52746380444136","22580976706475454834703"
18914801,"52746380444136","22580976706475454834703"
18914802,"52746380444136","22580976706475454834703"
18914803,"52746380444136","22580976706475454834703"
18914804,"52746380444136","22580976706475454834703"
18914805,"52746380444136","22580976706475454834703"
18914806,"52746380444136","22580976706475454834703"
18914807,"52746380444136","22580976706475454834703"
18914808,"52746380444136","22580976706475454834703"
18914809,"52746380444136","22580976706475454834703"
18914810,"52746380444136","22580976706475454834703"
18914811,"52746380444136","22580976706475454834703"
18914812,"52746580447297","22580891341359220957709"
18914813,"52746580447297","22580891341359220957709"
18914814,"52746580447297","22580891341359220957709"
18914815,"52743663204067","22582144044810256502222"
18914816,"52743653172912","22582148352562928193989"
18914817,"52743653172912","22582148352562928193989"
18914818,"52743653172912","22582148352562928193989"
18914819,"52742637709784","22582584667581556008438"
18914820,"52742637709784","22582584667581556008438"
18914821,"52742637709784","22582584667581556008438"
18914822,"52742637709784","22582584667581556008438"
18914823,"52761138795077","22574689664444638258043"
18914824,"52761138795077","22574689664444638258043"
18914825,"52761138795077","22574689664444638258043"
18914826,"52761138795077","22574689664444638258043"
18914827,"52761138795077","22574689664444638258043"
18914828,"52761138795077","22574689664444638258043"
18914829,"52761638795077","22574476375332043268986"
18914830,"52761638795077","22574476375332043268986"
18914831,"52761638795077","22574476375332043268986"
18914832,"52761638795077","22574476375332043268986"
18914833,"52761638795077","22574476375332043268986"
18914834,"52761638795077","22574476375332043268986"
18914835,"52761638795077","22574476375332043268986"
18914836,"52756625678436","22576628140372554115791"
18914837,"52756462896782","22576698010849817249581"
18914838,"52756462896782","22576698010849817249581"
18914839,"52756462896782","22576698010849817249581"
18914840,"52756462896782","22576698010849817249581"
18914841,"52775655741199","22568512462203355515739"
18914842,"52775655741199","22568512462203355515739"
18914843,"52775655741199","22568512462203355515739"
18914844,"52775655741199","22568512462203355515739"
18914845,"52775655741199","22568512462203355515739"
18914846,"52775655741199","22568512462203355515739"
18914847,"52775655741199","22568512462203355515739"
18914848,"52775655741199","22568512462203355515739"
18914849,"52775655741199","22568512462203355515739"
18914850,"52775655741199","22568512462203355515739"
18914851,"52775655741199","22568512462203355515739"
18914852,"52775655741199","22568512462203355515739"
18914853,"52775737510064","22568477600247100950416"
18914854,"52775738044985","22568477627774582927038"
18914855,"52775738044985","22568477627774582927038"
18914856,"52775738044985","22568477627774582927038"
18914857,"52775738044985","22568477627774582927038"
18914858,"52775738044985","22568477627774582927038"
18914859,"52775738044985","22568477627774582927038"
18914860,"52775738044985","22568477627774582927038"
18914861,"52775738044985","22568477627774582927038"
18914862,"52775738044985","22568477627774582927038"
18914863,"52800910086990","22557750706743162742735"
18914864,"52800910086990","22557750706743162742735"
18914865,"52800809739064","22557793706743162742735"
18914866,"52801559739064","22557474254229897187404"
18914867,"52801050814827","22557692329229897187404"
18914868,"52802048438342","22557267410620177877496"
18914869,"52807130431658","22555103081678994077745"
18914870,"52807130431658","22555103081678994077745"
18914871,"52807085977095","22555122126364494944345"
18914872,"52807085977095","22555122126364494944345"
18914873,"52807085977095","22555122126364494944345"
18914874,"52807085977095","22555122126364494944345"
18914875,"52808085977095","22554696292751679665284"
18914876,"52808085977095","22554696292751679665284"
18914877,"52808085977095","22554696292751679665284"
18914878,"52808182860609","22554655037351601159314"
18914879,"52808182860609","22554655037351601159314"
18914880,"52808166998551","22554662091348860926409"
18914881,"52808166998551","22554662091348860926409"
18914882,"52815867356831","22551383568691677699509"
18914883,"52815867356831","22551383568691677699509"
18914884,"52815867356831","22551383568691677699509"
18914885,"52815566464956","22551512431191677699509"
18914886,"52815966464956","22551342150423117618675"
18914887,"52816362079550","22551173739063484999606"
18914888,"52815895075500","22551373739063484999606"
18914889,"52815895075500","22551373739063484999606"
18914890,"52815895075500","22551373739063484999606"
18914891,"52815895075500","22551373739063484999606"
18914892,"52816795075500","22550990615690293404811"
18914893,"52816857729667","22550963944758757153493"
18914894,"52816857729667","22550963944758757153493"
18914895,"52816857729667","22550963944758757153493"
18914896,"52815307816401","22551627714625295221923"
18914897,"52815307816401","22551627714625295221923"
18914898,"52815307816401","22551627714625295221923"
18914899,"52816507816401","22551116874920962813244"
18914900,"52816316769267","22551198692253237540249"
18914901,"52816764194070","22551008228180995438023"
18914902,"52816764194070","22551008228180995438023"
18914903,"52817297194070","22550781339845154110257"
18914904,"52816899483098","22550951658063455230257"
18914905,"52816899483098","22550951658063455230257"
18914906,"52816942045452","22550933539973160740965"
18914907,"52816942045452","22550933539973160740965"
18914908,"52816942045452","22550933539973160740965"
18914909,"52816742746153","22551018889973160740965"
18914910,"52816742746153","22551018889973160740965"
18914911,"52816279821838","22551217139973160740965"
18914912,"52816095142514","22551296230927770040018"
18914913,"52815394646881","22551596230927770040018"
18914914,"52815394646881","22551596230927770040018"
18914915,"52815394646881","22551596230927770040018"
18914916,"52815394646881","22551596230927770040018"
18914917,"52815394646881","22551596230927770040018"
18914918,"52815394646881","22551596230927770040018"
18914919,"52815287239198","22551642230927770040018"
18914920,"52815287239198","22551642230927770040018"
18914921,"52815287239198","22551642230927770040018"
18914922,"52815287239198","22551642230927770040018"
18914923,"52815287239198","22551642230927770040018"
18914924,"52815287239198","22551642230927770040018"
18914925,"52815287239198","22551642230927770040018"
18914926,"52814119792569","22552142230927770040018"
18914927,"52812100231907","22553007230927770040018"
18914928,"52812100231907","22553007230927770040018"
18914929,"52812100231907","22553007230927770040018"
18914930,"52812100231907","22553007230927770040018"
18914931,"52812100231907","22553007230927770040018"
18914932,"52812100231907","22553007230927770040018"
18914933,"52812100231907","22553007230927770040018"
18914934,"52812100231907","22553007230927770040018"
18914935,"52812100231907","22553007230927770040018"
18914936,"52812100231907","22553007230927770040018"
18914937,"52812100231907","22553007230927770040018"
18914938,"52811656649727","22553197230927770040018"
18914939,"52811656649727","22553197230927770040018"
18914940,"52811656649727","22553197230927770040018"
18914941,"52811656649727","22553197230927770040018"
18914942,"52811656649727","22553197230927770040018"
18914943,"52811656649727","22553197230927770040018"
18914944,"52811656649727","22553197230927770040018"
18914945,"52811656649727","22553197230927770040018"
18914946,"52811656649727","22553197230927770040018"
18914947,"52811656649727","22553197230927770040018"
18914948,"52811656649727","22553197230927770040018"
18914949,"52811656649727","22553197230927770040018"
18914950,"52811656649727","22553197230927770040018"
18914951,"52816699061629","22551050535335222330930"
18914952,"52816699061629","22551050535335222330930"
18914953,"52816699061629","22551050535335222330930"
18914954,"52816699061629","22551050535335222330930"
18914955,"52816699061629","22551050535335222330930"
18914956,"52816699061629","22551050535335222330930"
18914957,"52816699061629","22551050535335222330930"
18914958,"52816699061629","22551050535335222330930"
18914959,"52816385275673","22551184915895730597272"
18914960,"52816385275673","22551184915895730597272"
18914961,"52816385275673","22551184915895730597272"
18914962,"52816385275673","22551184915895730597272"
18914963,"52812707322056","22552760138824437455886"
18914964,"52812880722056","22552686313714968972068"
18914965,"52809215772485","22554256175458524387142"
18914966,"52809215772485","22554256175458524387142"
18914967,"52809215772485","22554256175458524387142"
18914968,"52809215772485","22554256175458524387142"
18914969,"52809215772485","22554256175458524387142"
18914970,"52809215772485","22554256175458524387142"
18914971,"52809215772485","22554256175458524387142"
18914972,"52809215772485","22554256175458524387142"
18914973,"52809215772485","22554256175458524387142"
18914974,"52809215772485","22554256175458524387142"
18914975,"52809215772485","22554256175458524387142"
18914976,"52809215772485","22554256175458524387142"
18914977,"52809215772485","22554256175458524387142"
18914978,"52809715772485","22554043273403318152587"
18914979,"52809900772485","22553964500663842581042"
18914980,"52809900772485","22553964500663842581042"
18914981,"52809900772485","22553964500663842581042"
18914982,"52809900772485","22553964500663842581042"
18914983,"52810508600389","22553705692276123600518"
18914984,"52810508600389","22553705692276123600518"
18914985,"52810611399231","22553661921918315867295"
18914986,"52810611399231","22553661921918315867295"
18914987,"52810611399231","22553661921918315867295"
18914988,"52811611399231","22553236144298248534071"
18914989,"52811611399231","22553236144298248534071"
18914990,"52812111399231","22553023261528759023793"
18914991,"52812111399231","22553023261528759023793"
18914992,"52812111399231","22553023261528759023793"
18914993,"52812411399231","22552895533799731743843"
18914994,"52807421695206","22555032939570032229846"
