blockNumber,reserve0,reserve1
18924620,"50274764312969","21209285017730117709221"
18924621,"50277803979904","21208006605359924106890"
18924622,"50277803979904","21208006605359924106890"
18924623,"50277803979904","21208006605359924106890"
18924624,"50277803979904","21208006605359924106890"
18924625,"50277803979904","21208006605359924106890"
18924626,"50277803979904","21208006605359924106890"
18924627,"50277803979904","21208006605359924106890"
18924628,"50278221766342","21207830906295916013222"
18924629,"50278221766342","21207830906295916013222"
18924630,"50278221766342","21207830906295916013222"
18924631,"50278209948214","21207835906295916013222"
18924632,"50279034948214","21207488962960478536925"
18924633,"50279034948214","21207488962960478536925"
18924634,"50279266779355","21207391471348593030282"
18924635,"50279266779355","21207391471348593030282"
18924636,"50279266779355","21207391471348593030282"
18924637,"50279266779355","21207391471348593030282"
18924638,"50279266779355","21207391471348593030282"
18924639,"50279416779355","21207328392545653774525"
18924640,"50279416779355","21207328392545653774525"
18924641,"50279416779355","21207328392545653774525"
18924642,"50279516779355","21207286340219203798183"
18924643,"50279516779355","21207286340219203798183"
18924644,"50279516779355","21207286340219203798183"
18924645,"50279516779355","21207286340219203798183"
18924646,"50279516779355","21207286340219203798183"
18924647,"50282366721210","21206087943474014202098"
18924648,"50283016721210","21205814638355888373469"
18924649,"50282371484888","21206090109782852106761"
18924650,"50282371484888","21206090109782852106761"
18924651,"50282415643196","21206071542341851408388"
18924652,"50282415643196","21206071542341851408388"
18924653,"50282415643196","21206071542341851408388"
18924654,"50282415643196","21206071542341851408388"
18924655,"50282415643196","21206071542341851408388"
18924656,"50282415643196","21206071542341851408388"
18924657,"50282415643196","21206071542341851408388"
18924658,"50282415643196","21206071542341851408388"
18924659,"50282415643196","21206071542341851408388"
18924660,"50282415643196","21206071542341851408388"
18924661,"50282415643196","21206071542341851408388"
18924662,"50282415643196","21206071542341851408388"
18924663,"50282790634188","21205913869515342439057"
18924664,"50282790634188","21205913869515342439057"
18924665,"50282990634188","21205829776281771675270"
18924666,"50283785634188","21205495512276916809883"
18924667,"50283785634188","21205495512276916809883"
18924668,"50283785634188","21205495512276916809883"
18924669,"50283785634188","21205495512276916809883"
18924670,"50283531990447","21205603798447699196683"
18924671,"50283531990447","21205603798447699196683"
18924672,"50283531990447","21205603798447699196683"
18924673,"50283531990447","21205603798447699196683"
18924674,"50283531990447","21205603798447699196683"
18924675,"50283531990447","21205603798447699196683"
18924676,"50283531990447","21205603798447699196683"
18924677,"50283531990447","21205603798447699196683"
18924678,"50283531990447","21205603798447699196683"
18924679,"50282992053911","21205832188449717764644"
18924680,"50282992053911","21205832188449717764644"
18924681,"50282992053911","21205832188449717764644"
18924682,"50284310193617","21205277971940781916407"
18924683,"50284310193617","21205277971940781916407"
18924684,"50284310193617","21205277971940781916407"
18924685,"50284310193617","21205277971940781916407"
18924686,"50284310193617","21205277971940781916407"
18924687,"50284310193617","21205277971940781916407"
18924688,"50284310193617","21205277971940781916407"
18924689,"50284236286170","21205309233105669471507"
18924690,"50284236286170","21205309233105669471507"
18924691,"50284236286170","21205309233105669471507"
18924692,"50284236286170","21205309233105669471507"
18924693,"50284236286170","21205309233105669471507"
18924694,"50284236286170","21205309233105669471507"
18924695,"50284236286170","21205309233105669471507"
18924696,"50284236286170","21205309233105669471507"
18924697,"50284236286170","21205309233105669471507"
18924698,"50284236286170","21205309233105669471507"
18924699,"50283037867899","21205816149533190930417"
18924700,"50283037867899","21205816149533190930417"
18924701,"50282686361612","21205964837033190930417"
18924702,"50282686361612","21205964837033190930417"
18924703,"50282686361612","21205964837033190930417"
18924704,"50282686361612","21205964837033190930417"
18924705,"50282685366538","21205965257953786364717"
18924706,"50282685366538","21205965257953786364717"
18924707,"50282341190208","21206110846897827445058"
18924708,"50284931659300","21205021674095426400968"
18924709,"50292431659300","21201868901098097682584"
18924710,"50292431659300","21201868901098097682584"
18924711,"50292431659300","21201868901098097682584"
18924712,"50292431659300","21201868901098097682584"
18924713,"50292431659300","21201868901098097682584"
18924714,"50292431659300","21201868901098097682584"
18924715,"50292431659300","21201868901098097682584"
18924716,"50294431659300","21201028320337216238744"
18924717,"50294431659300","21201028320337216238744"
18924718,"50294431659300","21201028320337216238744"
18924719,"50294431659300","21201028320337216238744"
18924720,"50294431659300","21201028320337216238744"
18924721,"50294486575007","21201005240736770740771"
18924722,"50294486575007","21201005240736770740771"
18924723,"50294572378728","21200969384006713607521"
18924724,"50294572378728","21200969384006713607521"
18924725,"50294572378728","21200969384006713607521"
18924726,"50294572378728","21200969384006713607521"
18924727,"50294576572363","21200967621542330283664"
18924728,"50294576572363","21200967621542330283664"
18924729,"50294576572363","21200967621542330283664"
18924730,"50294576572363","21200967621542330283664"
18924731,"50294576572363","21200967621542330283664"
18924732,"50294543460137","21200981621542330283664"
18924733,"50294543460137","21200981621542330283664"
18924734,"50293543460137","21201404434780101949244"
18924735,"50293543460137","21201404434780101949244"
18924736,"50293543460137","21201404434780101949244"
18924737,"50293543460137","21201404434780101949244"
18924738,"50294039924660","21201195787437303765598"
18924739,"50294039924660","21201195787437303765598"
18924740,"50292039924660","21202041447736292332242"
18924741,"50292039924660","21202041447736292332242"
18924742,"50292039924660","21202041447736292332242"
18924743,"50292039924660","21202041447736292332242"
18924744,"50292039924660","21202041447736292332242"
18924745,"50292536933153","21201832550296700188857"
18924746,"50292533945605","21201833813547676576591"
18924747,"50292533945605","21201833813547676576591"
18924748,"50292533945605","21201833813547676576591"
18924749,"50292533945605","21201833813547676576591"
18924750,"50292533945605","21201833813547676576591"
18924751,"50292533945605","21201833813547676576591"
18924752,"50292533945605","21201833813547676576591"
18924753,"50292374052714","21201901422668741677620"
18924754,"50291949283745","21202081034097090100091"
18924755,"50291949283745","21202081034097090100091"
18924756,"50291949283745","21202081034097090100091"
18924757,"50291949283745","21202081034097090100091"
18924758,"50291949283745","21202081034097090100091"
18924759,"50291949283745","21202081034097090100091"
18924760,"50291949283745","21202081034097090100091"
18924761,"50293316228569","21201506501868442736024"
18924762,"50293872591130","21201272669453767329586"
18924763,"50293872591130","21201272669453767329586"
18924764,"50293872591130","21201272669453767329586"
18924765,"50293872591130","21201272669453767329586"
18924766,"50293872591130","21201272669453767329586"
18924767,"50293872591130","21201272669453767329586"
18924768,"50293914551897","21201255034063726186181"
18924769,"50293914551897","21201255034063726186181"
18924770,"50293914551897","21201255034063726186181"
18924771,"50293914551897","21201255034063726186181"
18924772,"50293914551897","21201255034063726186181"
18924773,"50294142361687","21201159290031996203145"
18924774,"50294142361687","21201159290031996203145"
18924775,"50294142361687","21201159290031996203145"
18924776,"50294142361687","21201159290031996203145"
18924777,"50294142361687","21201159290031996203145"
18924778,"50294142361687","21201159290031996203145"
18924779,"50294142361687","21201159290031996203145"
18924780,"50294142361687","21201159290031996203145"
18924781,"50293716643911","21201339290031996203145"
18924782,"50293716643911","21201339290031996203145"
18924783,"50293716643911","21201339290031996203145"
18924784,"50293716643911","21201339290031996203145"
18924785,"50293716643911","21201339290031996203145"
18924786,"50293716643911","21201339290031996203145"
18924787,"50293716643911","21201339290031996203145"
18924788,"50293716643911","21201339290031996203145"
18924789,"50293716643911","21201339290031996203145"
18924790,"50293989759239","21201224504157506647358"
18924791,"50293989759239","21201224504157506647358"
18924792,"50293989759239","21201224504157506647358"
18924793,"50294226759239","21201124897969471106854"
18924794,"50294226759239","21201124897969471106854"
18924795,"50294226759239","21201124897969471106854"
18924796,"50294226759239","21201124897969471106854"
18924797,"50294226759239","21201124897969471106854"
18924798,"50294226759239","21201124897969471106854"
18924799,"50294226759239","21201124897969471106854"
18924800,"50294441019867","21201035281879510127435"
18924801,"50294441019867","21201035281879510127435"
18924802,"50294441019867","21201035281879510127435"
18924803,"50293332402978","21201504022932258716818"
18924804,"50293332402978","21201504022932258716818"
18924805,"50293332402978","21201504022932258716818"
18924806,"50293332402978","21201504022932258716818"
18924807,"50293663381091","21201364916298128673852"
18924808,"50293663381091","21201364916298128673852"
18924809,"50293663381091","21201364916298128673852"
18924810,"50293713046379","21201344042655710995383"
18924811,"50293713046379","21201344042655710995383"
18924812,"50294088234529","21201186357527585520202"
18924813,"50294088234529","21201186357527585520202"
18924814,"50294088234529","21201186357527585520202"
18924815,"50294088234529","21201186357527585520202"
18924816,"50294088234529","21201186357527585520202"
18924817,"50294088234529","21201186357527585520202"
18924818,"50294088234529","21201186357527585520202"
18924819,"50294088234529","21201186357527585520202"
18924820,"50294088234529","21201186357527585520202"
18924821,"50294088234529","21201186357527585520202"
18924822,"50297788234529","21199631436797289595210"
18924823,"50297788234529","21199631436797289595210"
18924824,"50297687956238","21199673829592972851722"
18924825,"50297687956238","21199673829592972851722"
18924826,"50297117382569","21199915043671399727104"
18924827,"50297117382569","21199915043671399727104"
18924828,"50297117382569","21199915043671399727104"
18924829,"50297117382569","21199915043671399727104"
18924830,"50297117382569","21199915043671399727104"
18924831,"50297117382569","21199915043671399727104"
18924832,"50297117382569","21199915043671399727104"
18924833,"50296265315133","21200275271444377901812"
18924834,"50296265315133","21200275271444377901812"
18924835,"50296265315133","21200275271444377901812"
18924836,"50296265315133","21200275271444377901812"
18924837,"50296265315133","21200275271444377901812"
18924838,"50296265315133","21200275271444377901812"
18924839,"50295820609331","21200463284167304353237"
18924840,"50295820609331","21200463284167304353237"
18924841,"50296265609331","21200277679895601131869"
18924842,"50296265609331","21200277679895601131869"
18924843,"50296265609331","21200277679895601131869"
18924844,"50297527583151","21199747356913299534911"
18924845,"50300276525223","21198592252799911174247"
18924846,"50300276525223","21198592252799911174247"
18924847,"50300963863190","21198303453441206767127"
18924848,"50298703505204","21199258943959963989529"
18924849,"50298192925102","21199474786490934731077"
18924850,"50298192925102","21199474786490934731077"
18924851,"50298192925102","21199474786490934731077"
18924852,"50300192925102","21198634396915699028231"
18924853,"50300192925102","21198634396915699028231"
18924854,"50300542925102","21198487335607867168360"
18924855,"50300542925102","21198487335607867168360"
18924856,"50302542925102","21197647024436083929808"
18924857,"50302542925102","21197647024436083929808"
18924858,"50302542925102","21197647024436083929808"
18924859,"50302542925102","21197647024436083929808"
18924860,"50301435544667","21198115092450898320943"
18924861,"50301435544667","21198115092450898320943"
18924862,"50301435544667","21198115092450898320943"
18924863,"50301635544667","21198031061302525422038"
18924864,"50301329082983","21198161865444149503042"
18924865,"50301329082983","21198161865444149503042"
18924866,"50301329082983","21198161865444149503042"
18924867,"50301279637996","21198182765444149503042"
18924868,"50301279637996","21198182765444149503042"
18924869,"50301279637996","21198182765444149503042"
18924870,"50301279637996","21198182765444149503042"
18924871,"50301279637996","21198182765444149503042"
18924872,"50302428958683","21197699877805977514191"
18924873,"50302123679451","21197828912578335788230"
18924874,"50302123679451","21197828912578335788230"
18924875,"50302123679451","21197828912578335788230"
18924876,"50302123679451","21197828912578335788230"
18924877,"50302123679451","21197828912578335788230"
18924878,"50303505386442","21197248709364739869376"
18924879,"50303505386442","21197248709364739869376"
18924880,"50303505386442","21197248709364739869376"
18924881,"50303502381942","21197249979231986337487"
18924882,"50303403181503","21197291906888989557047"
18924883,"50303403181503","21197291906888989557047"
18924884,"50303403181503","21197291906888989557047"
18924885,"50303794629279","21197127451302091064967"
18924886,"50313794629279","21192927102505958647647"
18924887,"50313794629279","21192927102505958647647"
18924888,"50313794629279","21192927102505958647647"
18924889,"50313291403833","21193139708571538133973"
18924890,"50313291403833","21193139708571538133973"
18924891,"50313541403833","21193034719139196146104"
18924892,"50315101972084","21192379369962320775218"
18924893,"50315101972084","21192379369962320775218"
18924894,"50314515972084","21192626934753080901736"
18924895,"50314515972084","21192626934753080901736"
18924896,"50314515972084","21192626934753080901736"
18924897,"50315511814687","21192208749436578644355"
18924898,"50315522604687","21192204218470209736321"
18924899,"50315522604687","21192204218470209736321"
18924900,"50315522604687","21192204218470209736321"
18924901,"50315522604687","21192204218470209736321"
18924902,"50315522604687","21192204218470209736321"
18924903,"50315517723765","21192206280433428771399"
18924904,"50315517723765","21192206280433428771399"
18924905,"50315517723765","21192206280433428771399"
18924906,"50315517723765","21192206280433428771399"
18924907,"50315517723765","21192206280433428771399"
18924908,"50315517723765","21192206280433428771399"
18924909,"50314764723765","21192524392793940935431"
18924910,"50314764723765","21192524392793940935431"
18924911,"50314764723765","21192524392793940935431"
18924912,"50314764723765","21192524392793940935431"
18924913,"50314764723765","21192524392793940935431"
18924914,"50314764723765","21192524392793940935431"
18924915,"50314764723765","21192524392793940935431"
18924916,"50314764723765","21192524392793940935431"
18924917,"50314764723765","21192524392793940935431"
18924918,"50314764723765","21192524392793940935431"
18924919,"50314764723765","21192524392793940935431"
18924920,"50315596827092","21192175019672284443081"
18924921,"50315596827092","21192175019672284443081"
18924922,"50315596827092","21192175019672284443081"
18924923,"50315210747269","21192338121258200675970"
18924924,"50315210747269","21192338121258200675970"
18924925,"50315210747269","21192338121258200675970"
18924926,"50315277747269","21192309986125827409380"
18924927,"50315277747269","21192309986125827409380"
18924928,"50315277747269","21192309986125827409380"
18924929,"50315307764829","21192297380955720192913"
18924930,"50315307764829","21192297380955720192913"
18924931,"50315307764829","21192297380955720192913"
18924932,"50315307764829","21192297380955720192913"
18924933,"50315307764829","21192297380955720192913"
18924934,"50315307764829","21192297380955720192913"
18924935,"50315307764829","21192297380955720192913"
18924936,"50315307764829","21192297380955720192913"
18924937,"50315307764829","21192297380955720192913"
18924938,"50315307764829","21192297380955720192913"
18924939,"50315307764829","21192297380955720192913"
18924940,"50315307764829","21192297380955720192913"
18924941,"50313830853304","21192921468977813755892"
18924942,"50314086334067","21192814180123510781941"
18924943,"50314062423323","21192824281886715796438"
18924944,"50314062423323","21192824281886715796438"
18924945,"50314062423323","21192824281886715796438"
18924946,"50314062423323","21192824281886715796438"
18924947,"50314062423323","21192824281886715796438"
18924948,"50314062423323","21192824281886715796438"
18924949,"50314062423323","21192824281886715796438"
18924950,"50314062423323","21192824281886715796438"
18924951,"50314302423323","21192723495056281957014"
18924952,"50314302423323","21192723495056281957014"
18924953,"50314302423323","21192723495056281957014"
18924954,"50314302423323","21192723495056281957014"
18924955,"50314302423323","21192723495056281957014"
18924956,"50314302423323","21192723495056281957014"
18924957,"50315302423323","21192303560253811578120"
18924958,"50315302423323","21192303560253811578120"
18924959,"50315302423323","21192303560253811578120"
18924960,"50315302423323","21192303560253811578120"
18924961,"50315302423323","21192303560253811578120"
18924962,"50315302423323","21192303560253811578120"
18924963,"50315302423323","21192303560253811578120"
18924964,"50315302423323","21192303560253811578120"
18924965,"50315302423323","21192303560253811578120"
18924966,"50315302423323","21192303560253811578120"
18924967,"50315302423323","21192303560253811578120"
18924968,"50315802423323","21192093599105803903235"
18924969,"50315902423323","21192051607376695036169"
18924970,"50315902423323","21192051607376695036169"
18924971,"50315902423323","21192051607376695036169"
18924972,"50315248375777","21192327911613708964268"
18924973,"50315248375777","21192327911613708964268"
18924974,"50315248375777","21192327911613708964268"
18924975,"50315248375777","21192327911613708964268"
18924976,"50315248375777","21192327911613708964268"
18924977,"50315248375777","21192327911613708964268"
18924978,"50315248375777","21192327911613708964268"
18924979,"50316248375777","21191907992544428596869"
18924980,"50316357094428","21191862340515353892536"
18924981,"50316357094428","21191862340515353892536"
18924982,"50316357094428","21191862340515353892536"
18924983,"50316357094428","21191862340515353892536"
18924984,"50316357094428","21191862340515353892536"
18924985,"50316357094428","21191862340515353892536"
18924986,"50316357094428","21191862340515353892536"
18924987,"50316357094428","21191862340515353892536"
18924988,"50316357094428","21191862340515353892536"
18924989,"50316357094428","21191862340515353892536"
18924990,"50316357094428","21191862340515353892536"
18924991,"50316357094428","21191862340515353892536"
18924992,"50316755772845","21191694933217573061541"
18924993,"50316394560523","21191847522340951539513"
18924994,"50316394560523","21191847522340951539513"
18924995,"50315722594241","21192131390989319503199"
18924996,"50315722594241","21192131390989319503199"
18924997,"50315722594241","21192131390989319503199"
18924998,"50316019834792","21192006574609546030883"
18924999,"50316019834792","21192006574609546030883"
18925000,"50316515459792","21191798456487543348091"
18925001,"50316515459792","21191798456487543348091"
18925002,"50316346278819","21191869925055118129367"
18925003,"50316346278819","21191869925055118129367"
18925004,"50316346278819","21191869925055118129367"
18925005,"50316346278819","21191869925055118129367"
18925006,"50316426278819","21191836332376180273924"
18925007,"50316426278819","21191836332376180273924"
18925008,"50316426278819","21191836332376180273924"
18925009,"50316426278819","21191836332376180273924"
18925010,"50316426278819","21191836332376180273924"
18925011,"50316426278819","21191836332376180273924"
18925012,"50323422894072","21188898806168640606010"
18925013,"50323422894072","21188898806168640606010"
18925014,"50323197093363","21188994167061083453078"
18925015,"50323293395732","21188953739883957117373"
18925016,"50323293395732","21188953739883957117373"
18925017,"50323498708632","21188867551232503120910"
18925018,"50323498708632","21188867551232503120910"
18925019,"50323498708632","21188867551232503120910"
18925020,"50323498708632","21188867551232503120910"
18925021,"50323498708632","21188867551232503120910"
18925022,"50323498708632","21188867551232503120910"
18925023,"50323498708632","21188867551232503120910"
18925024,"50323498708632","21188867551232503120910"
18925025,"50323533125352","21188853103447858436911"
18925026,"50323533125352","21188853103447858436911"
18925027,"50323533125352","21188853103447858436911"
18925028,"50323533125352","21188853103447858436911"
18925029,"50323533125352","21188853103447858436911"
18925030,"50324043125352","21188639013009253735795"
18925031,"50324043125352","21188639013009253735795"
18925032,"50324043125352","21188639013009253735795"
18925033,"50324043125352","21188639013009253735795"
18925034,"50324063998493","21188630250866555376261"
18925035,"50324063998493","21188630250866555376261"
18925036,"50324063998493","21188630250866555376261"
18925037,"50324063998493","21188630250866555376261"
18925038,"50324184734907","21188580527744279386064"
18925039,"50324528065167","21188436406035714358527"
18925040,"50324528065167","21188436406035714358527"
18925041,"50324528065167","21188436406035714358527"
18925042,"50324528065167","21188436406035714358527"
18925043,"50324528065167","21188436406035714358527"
18925044,"50324528065167","21188436406035714358527"
18925045,"50324528065167","21188436406035714358527"
18925046,"50324528065167","21188436406035714358527"
18925047,"50324628065167","21188394428832831917087"
18925048,"50324515747980","21188441860621909302046"
18925049,"50324515747980","21188441860621909302046"
18925050,"50324515747980","21188441860621909302046"
18925051,"50324515747980","21188441860621909302046"
18925052,"50324515747980","21188441860621909302046"
18925053,"50326570747980","21187579262078988120481"
18925054,"50326570747980","21187579262078988120481"
18925055,"50326570747980","21187579262078988120481"
18925056,"50327570747980","21187159531552170825465"
18925057,"50327595525150","21187149132029299098729"
18925058,"50327595525150","21187149132029299098729"
18925059,"50328595525150","21186729418569716905611"
18925060,"50328585574265","21186733620179773879611"
18925061,"50328585574265","21186733620179773879611"
18925062,"50328585574265","21186733620179773879611"
18925063,"50328585574265","21186733620179773879611"
18925064,"50329069101815","21186530683054801757014"
18925065,"50329069101815","21186530683054801757014"
18925066,"50329074101815","21186528584568839689679"
18925067,"50329466744919","21186363794658596130237"
18925068,"50329466744919","21186363794658596130237"
18925069,"50329466744919","21186363794658596130237"
18925070,"50329466744919","21186363794658596130237"
18925071,"50329466744919","21186363794658596130237"
18925072,"50329466744919","21186363794658596130237"
18925073,"50328417005657","21186807024954141476686"
18925074,"50328417005657","21186807024954141476686"
18925075,"50328417005657","21186807024954141476686"
18925076,"50328417005657","21186807024954141476686"
18925077,"50329982968182","21186149798113899986421"
18925078,"50329982968182","21186149798113899986421"
18925079,"50329982968182","21186149798113899986421"
18925080,"50329982968182","21186149798113899986421"
18925081,"50329982968182","21186149798113899986421"
18925082,"50329982968182","21186149798113899986421"
18925083,"50329982968182","21186149798113899986421"
18925084,"50329982968182","21186149798113899986421"
18925085,"50329982968182","21186149798113899986421"
18925086,"50329982968182","21186149798113899986421"
18925087,"50329982968182","21186149798113899986421"
18925088,"50330007968182","21186139306067388912384"
18925089,"50330007968182","21186139306067388912384"
18925090,"50330007968182","21186139306067388912384"
18925091,"50330007968182","21186139306067388912384"
18925092,"50330007968182","21186139306067388912384"
18925093,"50330007968182","21186139306067388912384"
18925094,"50330007968182","21186139306067388912384"
18925095,"50330305923072","21186014260604990217420"
18925096,"50330305923072","21186014260604990217420"
18925097,"50330305923072","21186014260604990217420"
18925098,"50330305923072","21186014260604990217420"
18925099,"50330305923072","21186014260604990217420"
18925100,"50330305923072","21186014260604990217420"
18925101,"50330305923072","21186014260604990217420"
18925102,"50330305923072","21186014260604990217420"
18925103,"50330451579346","21185953132238353626547"
18925104,"50330451579346","21185953132238353626547"
18925105,"50330743439043","21185830646942682250404"
18925106,"50330743439043","21185830646942682250404"
18925107,"50330743439043","21185830646942682250404"
18925108,"50330743439043","21185830646942682250404"
18925109,"50330506584913","21185930646942682250404"
18925110,"50330004550477","21186144885899721723785"
18925111,"50330004550477","21186144885899721723785"
18925112,"50330004550477","21186144885899721723785"
18925113,"50330004550477","21186144885899721723785"
18925114,"50330004550477","21186144885899721723785"
18925115,"50330004550477","21186144885899721723785"
18925116,"50330687778985","21185858151216554434335"
18925117,"50330687778985","21185858151216554434335"
18925118,"50332687778985","21185018843640236022105"
18925119,"50332687778985","21185018843640236022105"
18925120,"50332687778985","21185018843640236022105"
18925121,"50332687778985","21185018843640236022105"
18925122,"50332687778985","21185018843640236022105"
18925123,"50332687778985","21185018843640236022105"
18925124,"50333483778985","21184684817765015114810"
18925125,"50333483778985","21184684817765015114810"
18925126,"50333577104835","21184645656083970549037"
18925127,"50333577104835","21184645656083970549037"
18925128,"50333577104835","21184645656083970549037"
18925129,"50333577104835","21184645656083970549037"
18925130,"50333577104835","21184645656083970549037"
18925131,"50333577104835","21184645656083970549037"
18925132,"50333577104835","21184645656083970549037"
18925133,"50334851217191","21184111023611154392778"
18925134,"50334851217191","21184111023611154392778"
18925135,"50334851217191","21184111023611154392778"
18925136,"50334801142191","21184132161795756673358"
18925137,"50334922668710","21184081169156438952907"
18925138,"50334922668710","21184081169156438952907"
18925139,"50334922668710","21184081169156438952907"
18925140,"50334922668710","21184081169156438952907"
18925141,"50334922668710","21184081169156438952907"
18925142,"50334922668710","21184081169156438952907"
18925143,"50334922668710","21184081169156438952907"
18925144,"50336788322266","21183299087574669939341"
18925145,"50336788322266","21183299087574669939341"
18925146,"50336788322266","21183299087574669939341"
18925147,"50336788322266","21183299087574669939341"
18925148,"50336788322266","21183299087574669939341"
18925149,"50336788322266","21183299087574669939341"
18925150,"50336788322266","21183299087574669939341"
18925151,"50337670668063","21182928889222812595735"
18925152,"50337670668063","21182928889222812595735"
18925153,"50337670668063","21182928889222812595735"
18925154,"50336959917214","21183228889222812595735"
18925155,"50336959917214","21183228889222812595735"
18925156,"50336959917214","21183228889222812595735"
18925157,"50336959917214","21183228889222812595735"
18925158,"50336959917214","21183228889222812595735"
18925159,"50336959917214","21183228889222812595735"
18925160,"50338880029555","21182423305918388470883"
18925161,"50338880029555","21182423305918388470883"
18925162,"50338880029555","21182423305918388470883"
18925163,"50338678638465","21182508305918388470883"
18925164,"50338678638465","21182508305918388470883"
18925165,"50338678638465","21182508305918388470883"
18925166,"50338678638465","21182508305918388470883"
18925167,"50338678638465","21182508305918388470883"
18925168,"50338678638465","21182508305918388470883"
18925169,"50338678638465","21182508305918388470883"
18925170,"50338678638465","21182508305918388470883"
18925171,"50338678638465","21182508305918388470883"
18925172,"50338877784164","21182424757169549970614"
18925173,"50338877784164","21182424757169549970614"
18925174,"50338877784164","21182424757169549970614"
18925175,"50338877784164","21182424757169549970614"
18925176,"50338877784164","21182424757169549970614"
18925177,"50338877784164","21182424757169549970614"
18925178,"50338877784164","21182424757169549970614"
18925179,"50339358338705","21182223150055339383966"
18925180,"50339358338705","21182223150055339383966"
18925181,"50339358338705","21182223150055339383966"
18925182,"50339358338705","21182223150055339383966"
18925183,"50339680092250","21182088166894119754172"
18925184,"50339680092250","21182088166894119754172"
18925185,"50339765092250","21182052507687774492568"
18925186,"50339923570926","21181986023022727963256"
18925187,"50339923570926","21181986023022727963256"
18925188,"50339486634134","21182170431700161762936"
18925189,"50339486634134","21182170431700161762936"
18925190,"50339486634134","21182170431700161762936"
18925191,"50339486634134","21182170431700161762936"
18925192,"50339486634134","21182170431700161762936"
18925193,"50339488073535","21182169827836881551237"
18925194,"50339488073535","21182169827836881551237"
18925195,"50339989711201","21181959380888281975103"
18925196,"50339989711201","21181959380888281975103"
18925197,"50339989711201","21181959380888281975103"
18925198,"50339989711201","21181959380888281975103"
18925199,"50339375517502","21182218600888281975103"
18925200,"50339375517502","21182218600888281975103"
18925201,"50339274867203","21182261080877851109983"
18925202,"50339274867203","21182261080877851109983"
18925203,"50339274867203","21182261080877851109983"
18925204,"50339274867203","21182261080877851109983"
18925205,"50339274867203","21182261080877851109983"
18925206,"50338954012473","21182396500443770341563"
18925207,"50338954012473","21182396500443770341563"
18925208,"50339155012473","21182312174658776610877"
18925209,"50339155012473","21182312174658776610877"
18925210,"50339155012473","21182312174658776610877"
18925211,"50339155012473","21182312174658776610877"
18925212,"50339155012473","21182312174658776610877"
18925213,"50339155012473","21182312174658776610877"
18925214,"50339155012473","21182312174658776610877"
18925215,"50339155012473","21182312174658776610877"
18925216,"50339155012473","21182312174658776610877"
18925217,"50339155012473","21182312174658776610877"
18925218,"50337222166201","21183127979492807579671"
18925219,"50337222166201","21183127979492807579671"
18925220,"50337222166201","21183127979492807579671"
18925221,"50337222166201","21183127979492807579671"
18925222,"50337222166201","21183127979492807579671"
18925223,"50337222166201","21183127979492807579671"
18925224,"50337222166201","21183127979492807579671"
18925225,"50337222166201","21183127979492807579671"
18925226,"50337222166201","21183127979492807579671"
18925227,"50337222166201","21183127979492807579671"
18925228,"50337222166201","21183127979492807579671"
18925229,"50337140037445","21183162645326081991219"
18925230,"50337140037445","21183162645326081991219"
18925231,"50337140037445","21183162645326081991219"
18925232,"50337140037445","21183162645326081991219"
18925233,"50337140037445","21183162645326081991219"
18925234,"50337140037445","21183162645326081991219"
18925235,"50337140037445","21183162645326081991219"
18925236,"50337140037445","21183162645326081991219"
18925237,"50337140037445","21183162645326081991219"
18925238,"50337140037445","21183162645326081991219"
18925239,"50337140037445","21183162645326081991219"
18925240,"50337140037445","21183162645326081991219"
18925241,"50337140037445","21183162645326081991219"
18925242,"50337140037445","21183162645326081991219"
18925243,"50337140037445","21183162645326081991219"
18925244,"50337140037445","21183162645326081991219"
18925245,"50337140037445","21183162645326081991219"
18925246,"50337140037445","21183162645326081991219"
18925247,"50337219625867","21183129253003166398884"
18925248,"50337219625867","21183129253003166398884"
18925249,"50337219625867","21183129253003166398884"
18925250,"50337219625867","21183129253003166398884"
18925251,"50337219625867","21183129253003166398884"
18925252,"50337219625867","21183129253003166398884"
18925253,"50337219625867","21183129253003166398884"
18925254,"50337101168181","21183179253003166398884"
18925255,"50337101168181","21183179253003166398884"
18925256,"50336864254482","21183279253003166398884"
18925257,"50336864254482","21183279253003166398884"
18925258,"50336864271068","21183279246044214204420"
18925259,"50336861901943","21183280246044214204420"
18925260,"50336861901943","21183280246044214204420"
18925261,"50336861901943","21183280246044214204420"
18925262,"50336861901943","21183280246044214204420"
18925263,"50336861901943","21183280246044214204420"
18925264,"50336861901943","21183280246044214204420"
18925265,"50336861901943","21183280246044214204420"
18925266,"50336861901943","21183280246044214204420"
18925267,"50336861901943","21183280246044214204420"
18925268,"50336861901943","21183280246044214204420"
18925269,"50336861901943","21183280246044214204420"
18925270,"50336861901943","21183280246044214204420"
18925271,"50337573565619","21182981659033573798727"
18925272,"50337573565619","21182981659033573798727"
18925273,"50337573565619","21182981659033573798727"
18925274,"50337573565619","21182981659033573798727"
18925275,"50335543306669","21183838634926257968071"
18925276,"50335543306669","21183838634926257968071"
18925277,"50335543306669","21183838634926257968071"
18925278,"50335543306669","21183838634926257968071"
18925279,"50335550506669","21183835613879189017035"
18925280,"50335550506669","21183835613879189017035"
18925281,"50335550506669","21183835613879189017035"
18925282,"50335550506669","21183835613879189017035"
18925283,"50335550506669","21183835613879189017035"
18925284,"50335550506669","21183835613879189017035"
